athletes,laterality,age,date,assessment,metric,value,position 
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.825509967,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.238174942,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.150860352,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.000316461,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),RSI-modified,85.14799579,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),RSI-modified,83.80545255,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),RSI-modified,83.79169509,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),RSI-modified,82.18926795,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),RSI-modified,83.89912645,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.907146249,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.932320343,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.953006705,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.926525832,Defender
athlete 11,R,27.5,4/25/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.940450099,Defender
athlete 11,R,27.6,4/30/2021,Max Strength (TrapBar Deadlift),Estimated 1RM,266,Defender
athlete 11,R,27.6,4/30/2021,Max Strength (TrapBar Deadlift),Relative Strength,1.21,Defender
athlete 11,R,27.7,6/27/2021,Anthropometry,Body Weight (lbs),210,Defender
athlete 11,R,27.7,6/30/2021,Anthropometry,Body Weight (lbs),208.2,Defender
athlete 11,R,27.8,8/17/2021,Anthropometry,Body Weight (lbs),215,Defender
athlete 12,R,23.3,7/15/2018,Anthropometry,Body Weight (lbs),215.2,Defender
athlete 12,R,23.3,7/18/2018,Nordic Hamstring Strength,Lateral Assymetry %,1.02,Defender
athlete 12,R,23.3,7/18/2018,Nordic Hamstring Strength,Left Hamstring Strength,389,Defender
athlete 12,R,23.3,7/18/2018,Nordic Hamstring Strength,Right Hamstring Strength,393,Defender
athlete 12,R,23.3,7/31/2018,Anthropometry,Body Weight (lbs),211,Defender
athlete 12,R,23.4,8/9/2018,Max Running Speed,0-10y,1.684,Defender
athlete 12,R,23.4,8/9/2018,Max Running Speed,0-10y,1.695,Defender
athlete 12,R,23.4,8/9/2018,Max Running Speed,10-30y,2.286,Defender
athlete 12,R,23.4,8/9/2018,Max Running Speed,10-30y,2.296,Defender
athlete 12,R,23.4,8/9/2018,Max Running Speed,0-30y,3.97,Defender
athlete 12,R,23.4,8/9/2018,Max Running Speed,0-30y,3.991,Defender
athlete 12,R,23.4,8/10/2018,30-15 IFT,Final Speed,17.5,Defender
athlete 12,R,23.4,8/10/2018,30-15 IFT,VO2max,50,Defender
athlete 12,R,23.4,8/16/2018,Nordic Hamstring Strength,Lateral Assymetry %,11.3,Defender
athlete 12,R,23.4,8/16/2018,Nordic Hamstring Strength,Left Hamstring Strength,361,Defender
athlete 12,R,23.4,8/16/2018,Nordic Hamstring Strength,Right Hamstring Strength,407,Defender
athlete 12,R,23.4,8/17/2018,Anthropometry,Body Fat %,16.1,Defender
athlete 12,R,23.4,8/17/2018,Anthropometry,Body Weight (lbs),215.8,Defender
athlete 12,R,23.4,8/28/2018,Max Strength (TrapBar Deadlift),Estimated 1RM,394,Defender
athlete 12,R,23.4,8/28/2018,Max Strength (TrapBar Deadlift),Relative Strength,1.82,Defender
athlete 12,R,23.4,8/30/2018,Anthropometry,Body Weight (lbs),215.8,Defender
athlete 12,R,23.9,3/5/2019,Anthropometry,Body Fat %,14.25,Defender
athlete 12,R,23.9,3/5/2019,Anthropometry,Height (in),70.625,Defender
athlete 12,R,23.9,3/5/2019,Anthropometry,Body Weight (lbs),207.9,Defender
athlete 12,R,23.9,3/7/2019,30-15 IFT,Final Speed,17,Defender
athlete 12,R,23.9,3/7/2019,30-15 IFT,VO2max,48.9,Defender
athlete 12,R,23.9,3/9/2019,Nordic Hamstring Strength,Lateral Assymetry %,4.278074866,Defender
athlete 12,R,23.9,3/9/2019,Nordic Hamstring Strength,Left Hamstring Strength,358,Defender
athlete 12,R,23.9,3/9/2019,Nordic Hamstring Strength,Right Hamstring Strength,374,Defender
athlete 12,R,24,3/15/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,530,Defender
athlete 12,R,24,3/15/2019,Max Strength (TrapBar Deadlift),Relative Strength,2.13,Defender
athlete 12,R,24,3/27/2019,Max Running Speed,0-10y,1.646,Defender
athlete 12,R,24,3/27/2019,Max Running Speed,0-10y,1.683,Defender
athlete 12,R,24,3/27/2019,Max Running Speed,10-30y,2.288,Defender
athlete 12,R,24,3/27/2019,Max Running Speed,10-30y,2.252,Defender
athlete 12,R,24,3/27/2019,Max Running Speed,0-30y,3.934,Defender
athlete 12,R,24,3/27/2019,Max Running Speed,0-30y,3.935,Defender
athlete 12,R,24.2,5/29/2019,Max Running Speed,0-10y,1.627,Defender
athlete 12,R,24.2,5/29/2019,Max Running Speed,0-10y,1.648,Defender
athlete 12,R,24.2,5/29/2019,Max Running Speed,0-10y,1.626,Defender
athlete 12,R,24.2,6/10/2019,Nordic Hamstring Strength,Lateral Assymetry %,16.92307692,Defender
athlete 12,R,24.2,6/10/2019,Nordic Hamstring Strength,Left Hamstring Strength,432,Defender
athlete 12,R,24.2,6/10/2019,Nordic Hamstring Strength,Right Hamstring Strength,520,Defender
athlete 12,R,24.2,6/26/2019,Anthropometry,Body Fat %,16.88,Defender
athlete 12,R,24.2,6/26/2019,Anthropometry,Body Weight (lbs),213,Defender
athlete 12,R,24.2,6/27/2019,Nordic Hamstring Strength,Lateral Assymetry %,2.016129032,Defender
athlete 12,R,24.2,6/27/2019,Nordic Hamstring Strength,Left Hamstring Strength,486,Defender
athlete 12,R,24.2,6/27/2019,Nordic Hamstring Strength,Right Hamstring Strength,496,Defender
athlete 12,R,24.2,6/28/2019,30-15 IFT,Final Speed,18,Defender
athlete 12,R,24.2,6/28/2019,30-15 IFT,VO2max,51.4,Defender
athlete 12,R,24.3,7/10/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,489,Defender
athlete 12,R,24.3,7/10/2019,Max Strength (TrapBar Deadlift),Relative Strength,2.3,Defender
athlete 12,R,24.3,7/27/2019,Nordic Hamstring Strength,Lateral Assymetry %,5.371900826,Defender
athlete 12,R,24.3,7/27/2019,Nordic Hamstring Strength,Left Hamstring Strength,458,Defender
athlete 12,R,24.3,7/27/2019,Nordic Hamstring Strength,Right Hamstring Strength,484,Defender
athlete 12,R,24.3,7/31/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,544,Defender
athlete 12,R,24.3,7/31/2019,Max Strength (TrapBar Deadlift),Relative Strength,2.6,Defender
athlete 12,R,24.3,7/31/2019,Anthropometry,Body Weight (lbs),209.2,Defender
athlete 12,R,24.4,8/17/2019,Anthropometry,Body Weight (lbs),212.4,Defender
athlete 12,R,24.6,11/6/2019,Anthropometry,Body Fat %,15.68,Defender
athlete 12,R,24.6,11/6/2019,Anthropometry,Body Weight (lbs),211.3,Defender
athlete 12,R,24.9,3/9/2020,Anthropometry,Body Weight (lbs),202.9,Defender
athlete 12,R,25.1,5/1/2020,Anthropometry,Body Weight (lbs),203,Defender
athlete 12,R,25.2,5/29/2020,Anthropometry,Body Weight (lbs),203,Defender
athlete 12,R,25.3,7/22/2020,Anthropometry,Body Weight (lbs),209,Defender
athlete 12,R,25.4,8/27/2020,Anthropometry,Body Weight (lbs),205.6,Defender
athlete 12,R,25.5,9/25/2020,Anthropometry,Body Weight (lbs),200,Defender
athlete 12,R,25.7,12/8/2020,Anthropometry,Body Weight (lbs),195,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse,236.2047219,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse,244.877291,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse,242.845427,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse,237.5655528,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse,241.0509578,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse-100ms,180.214566,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse-100ms,167.725866,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse-100ms,170.839466,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse-100ms,160.656566,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Impulse-100ms,175.158216,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.338,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.226,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.522,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.803,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.893,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.677256415,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.747596773,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.512896908,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.917231545,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.674741664,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),RSI-modified,64.20171773,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),RSI-modified,66.63509081,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),RSI-modified,68.22456206,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),RSI-modified,58.19301339,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),RSI-modified,67.3735232,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.692635959,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.726797178,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.655852596,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.632258734,Defender
athlete 12,R,26,4/4/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.701817039,Defender
athlete 12,R,26,4/9/2021,30-15 IFT,Final Speed,18,Defender
athlete 12,R,26,4/9/2021,30-15 IFT,VO2max,51.9,Defender
athlete 12,R,26,4/12/2021,Nordic Hamstring Strength,Lateral Assymetry %,4.302868292,Defender
athlete 12,R,26,4/12/2021,Nordic Hamstring Strength,Left Hamstring Strength,478.1667,Defender
athlete 12,R,26,4/12/2021,Nordic Hamstring Strength,Right Hamstring Strength,499.6667,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,0-10y,1.609,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,0-10y,1.614,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,0-10y,1.618,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,10-30y,2.1,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,10-30y,2.1,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,10-30y,2.1,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,0-30y,4.1,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,0-30y,4.1,Defender
athlete 12,R,26.1,4/23/2021,Max Running Speed,0-30y,4.1,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse,244.8779206,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse,248.8815822,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse,244.4228514,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse,249.786409,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse,240.4105812,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse-100ms,175.239131,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse-100ms,166.373481,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse-100ms,162.723631,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse-100ms,163.964231,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Impulse-100ms,163.773681,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.101,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.454,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.872,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Mean Power / BM,36.282,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.946,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.398170454,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.757793941,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.322354521,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.290242781,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.226140792,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),RSI-modified,64.17596048,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),RSI-modified,67.45922242,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),RSI-modified,64.15392598,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),RSI-modified,66.74390546,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),RSI-modified,68.48337915,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.712330975,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.824587069,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.756353527,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.798856946,Defender
athlete 12,R,26.1,4/26/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.764511671,Defender
athlete 12,R,26.1,4/30/2021,Max Strength (TrapBar Deadlift),Estimated 1RM,509,Defender
athlete 12,R,26.1,4/30/2021,Max Strength (TrapBar Deadlift),Relative Strength,2.61,Defender
athlete 12,R,26.1,5/6/2021,Nordic Hamstring Strength,Lateral Assymetry %,1.063314179,Defender
athlete 12,R,26.1,5/6/2021,Nordic Hamstring Strength,Left Hamstring Strength,504,Defender
athlete 12,R,26.1,5/6/2021,Nordic Hamstring Strength,Right Hamstring Strength,509.4167,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse,250.320794,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse,245.1014862,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse,241.7082888,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse,245.8016278,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse,246.5296642,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse-100ms,146.756998,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse-100ms,155.007098,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse-100ms,149.387498,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse-100ms,147.585448,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Impulse-100ms,162.126298,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.623,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.309,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.388,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.321,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.62,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.642290181,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.350084681,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.684284465,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.994508304,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.498638182,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),RSI-modified,63.95641304,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),RSI-modified,60.27443959,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),RSI-modified,64.40925385,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),RSI-modified,59.11071126,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),RSI-modified,64.84855081,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.784174458,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.775275531,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.730404202,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.751553019,Defender
athlete 12,R,26.1,5/7/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.809193595,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse,234.7757677,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse,246.4037596,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse,246.3285088,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse,244.1733712,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse,241.8636239,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,164.7633955,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,160.3133455,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,172.9993955,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,162.3582955,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,167.7056455,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.887,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,36.071,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,37.733,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.532,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.934,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.612947916,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.024985897,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.348824498,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.396915262,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.79059087,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),RSI-modified,68.42505774,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),RSI-modified,65.04753935,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),RSI-modified,71.05484303,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),RSI-modified,65.54845305,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),RSI-modified,65.70911623,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.776538929,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.788785237,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.831740924,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.820708734,Defender
athlete 12,R,26.1,5/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.683758843,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse,251.259178,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse,248.7882109,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse,247.1917715,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse,251.6677727,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse,254.375278,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse-100ms,168.4982785,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse-100ms,164.0473285,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse-100ms,182.2335285,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse-100ms,170.1213785,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Impulse-100ms,167.7822785,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Mean Power / BM,37.792,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Mean Power / BM,39.068,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Mean Power / BM,37.974,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Mean Power / BM,37.196,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Concentric Mean Power / BM,38.165,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.458741464,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.343664581,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.050720304,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.373110287,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.425341265,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),RSI-modified,71.193293,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),RSI-modified,72.23025666,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),RSI-modified,71.39290922,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),RSI-modified,68.22106088,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),RSI-modified,69.62880441,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.912150567,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.884504573,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.863013699,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.845043068,Defender
athlete 12,R,26.1,5/27/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.886010331,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse,236.5605429,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse,247.7629614,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse,240.1961114,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse,247.8460796,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse,244.0937886,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse-100ms,163.9071465,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse-100ms,156.9825465,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse-100ms,161.4296465,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse-100ms,163.7134465,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Impulse-100ms,182.0821465,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Mean Power / BM,36.651,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Mean Power / BM,36.253,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.734,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.386,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Concentric Mean Power / BM,35.798,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.009608346,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.841291544,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.494935485,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.999102656,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.611231371,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),RSI-modified,72.81772323,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),RSI-modified,70.62736857,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),RSI-modified,65.83074351,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),RSI-modified,66.54492458,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),RSI-modified,69.08960316,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.77727058,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.814966212,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.731844942,Defender
athlete 12,R,26.2,5/29/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.821948777,Defender
