athletes,laterality,age,date,assessment,metric,value,position
athlete 1,R,19,4/12/2016,Anthropometry,Body Fat %,9.43,Defender
athlete 1,R,19,4/12/2016,Anthropometry,Height (in),74.25,Defender
athlete 1,R,19,4/12/2016,Anthropometry,Body Weight (lbs),193,Defender
athlete 1,R,19.1,6/1/2016,Anthropometry,Body Fat %,6.1,Defender
athlete 1,R,19.1,6/1/2016,Anthropometry,Body Weight (lbs),196,Defender
athlete 1,R,19.3,8/22/2016,Anthropometry,Body Fat %,6.87,Defender
athlete 1,R,19.3,8/22/2016,Anthropometry,Body Weight (lbs),197.8,Defender
athlete 1,R,19.9,3/8/2017,Max Running Speed,0-10y,1.7,Defender
athlete 1,R,19.9,3/8/2017,Max Running Speed,0-10y,1.65,Defender
athlete 1,R,19.9,3/8/2017,Max Running Speed,10-30y,2.289,Defender
athlete 1,R,19.9,3/8/2017,Max Running Speed,10-30y,2.234,Defender
athlete 1,R,19.9,3/8/2017,Max Running Speed,0-30y,3.989,Defender
athlete 1,R,19.9,3/8/2017,Max Running Speed,0-30y,3.884,Defender
athlete 1,R,20,4/6/2017,Anthropometry,Body Fat %,8.69,Defender
athlete 1,R,20,4/6/2017,Anthropometry,Height (in),74,Defender
athlete 1,R,20,4/6/2017,Anthropometry,Body Weight (lbs),207.2,Defender
athlete 1,R,20,4/6/2017,Nordic Hamstring Strength,Lateral Assymetry %,9.48,Defender
athlete 1,R,20,4/6/2017,Nordic Hamstring Strength,Left Hamstring Strength,262.67,Defender
athlete 1,R,20,4/6/2017,Nordic Hamstring Strength,Right Hamstring Strength,290.17,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,0-10y,1.642,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,0-10y,1.626,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,0-10y,1.655,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,10-30y,2.297,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,10-30y,2.252,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,10-30y,2.27,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,0-30y,3.939,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,0-30y,3.878,Defender
athlete 1,R,20,4/8/2017,Max Running Speed,0-30y,3.925,Defender
athlete 1,R,20.1,5/29/2017,Anthropometry,Body Fat %,8.69,Defender
athlete 1,R,20.1,5/29/2017,Anthropometry,Body Weight (lbs),203,Defender
athlete 1,R,20.2,6/13/2017,Nordic Hamstring Strength,Lateral Assymetry %,13.35,Defender
athlete 1,R,20.2,6/13/2017,Nordic Hamstring Strength,Left Hamstring Strength,286.08,Defender
athlete 1,R,20.2,6/13/2017,Nordic Hamstring Strength,Right Hamstring Strength,330.17,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,0-10y,1.681,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,0-10y,1.717,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,0-10y,1.657,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,10-30y,2.265,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,10-30y,2.229,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,10-30y,2.205,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,0-30y,3.946,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,0-30y,3.946,Defender
athlete 1,R,20.2,6/13/2017,Max Running Speed,0-30y,3.862,Defender
athlete 1,R,20.3,8/3/2017,Nordic Hamstring Strength,Lateral Assymetry %,19.05,Defender
athlete 1,R,20.3,8/3/2017,Nordic Hamstring Strength,Left Hamstring Strength,293.5,Defender
athlete 1,R,20.3,8/3/2017,Nordic Hamstring Strength,Right Hamstring Strength,362.58,Defender
athlete 1,R,20.3,8/3/2017,Max Running Speed,0-10y,1.7,Defender
athlete 1,R,20.3,8/3/2017,Max Running Speed,0-10y,1.65,Defender
athlete 1,R,20.3,8/3/2017,Max Running Speed,10-30y,2.289,Defender
athlete 1,R,20.3,8/3/2017,Max Running Speed,10-30y,2.234,Defender
athlete 1,R,20.3,8/3/2017,Max Running Speed,0-30y,3.989,Defender
athlete 1,R,20.3,8/3/2017,Max Running Speed,0-30y,3.884,Defender
athlete 1,R,20.3,8/4/2017,Nordic Hamstring Strength,Lateral Assymetry %,0.1905,Defender
athlete 1,R,20.3,8/4/2017,Nordic Hamstring Strength,Left Hamstring Strength,293.5,Defender
athlete 1,R,20.3,8/4/2017,Nordic Hamstring Strength,Right Hamstring Strength,362.58,Defender
athlete 1,R,20.3,8/21/2017,Anthropometry,Body Fat %,9.33,Defender
athlete 1,R,20.3,8/21/2017,Anthropometry,Body Weight (lbs),203,Defender
athlete 1,R,20.8,2/1/2018,30-15 IFT,Final Speed,15.5,Defender
athlete 1,R,20.8,2/1/2018,30-15 IFT,VO2max,44.9,Defender
athlete 1,R,20.8,2/1/2018,Anthropometry,Body Weight (lbs),208,Defender
athlete 1,R,20.8,2/6/2018,Max Running Speed,0-10y,1.506,Defender
athlete 1,R,20.8,2/6/2018,Max Running Speed,0-10y,1.521,Defender
athlete 1,R,20.8,2/6/2018,Max Running Speed,10-30y,2.191,Defender
athlete 1,R,20.8,2/6/2018,Max Running Speed,10-30y,2.192,Defender
athlete 1,R,20.8,2/6/2018,Max Running Speed,0-30y,3.697,Defender
athlete 1,R,20.8,2/6/2018,Max Running Speed,0-30y,3.713,Defender
athlete 1,R,20.9,3/5/2018,30-15 IFT,Final Speed,16,Defender
athlete 1,R,20.9,3/5/2018,30-15 IFT,VO2max,46,Defender
athlete 1,R,20.9,3/5/2018,Anthropometry,Body Weight (lbs),204.2,Defender
athlete 1,R,20.9,3/13/2018,Nordic Hamstring Strength,Lateral Assymetry %,5.13,Defender
athlete 1,R,20.9,3/13/2018,Nordic Hamstring Strength,Left Hamstring Strength,259,Defender
athlete 1,R,20.9,3/13/2018,Nordic Hamstring Strength,Right Hamstring Strength,273,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,0-10y,1.734,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,0-10y,1.783,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,0-10y,1.766,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,10-30y,2.25,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,10-30y,2.129,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,10-30y,2.252,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,0-30y,3.984,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,0-30y,3.912,Defender
athlete 1,R,20.9,3/15/2018,Max Running Speed,0-30y,4.018,Defender
athlete 1,R,21,4/5/2018,30-15 IFT,Final Speed,15,Defender
athlete 1,R,21,4/5/2018,30-15 IFT,VO2max,43.7,Defender
athlete 1,R,21,4/15/2018,Anthropometry,Body Weight (lbs),201.4,Defender
athlete 1,R,21.1,5/7/2018,Anthropometry,Body Weight (lbs),199.8,Defender
athlete 1,R,21.1,5/22/2018,Nordic Hamstring Strength,Lateral Assymetry %,15.96,Defender
athlete 1,R,21.1,5/22/2018,Nordic Hamstring Strength,Left Hamstring Strength,279,Defender
athlete 1,R,21.1,5/22/2018,Nordic Hamstring Strength,Right Hamstring Strength,332,Defender
athlete 1,R,21.1,5/22/2018,Max Running Speed,0-10y,1.696,Defender
athlete 1,R,21.1,5/22/2018,Max Running Speed,0-10y,1.652,Defender
athlete 1,R,21.1,5/22/2018,Max Running Speed,10-30y,2.205,Defender
athlete 1,R,21.1,5/22/2018,Max Running Speed,10-30y,2.161,Defender
athlete 1,R,21.1,5/22/2018,Max Running Speed,0-30y,3.901,Defender
athlete 1,R,21.1,5/22/2018,Max Running Speed,0-30y,3.813,Defender
athlete 1,R,21.1,5/24/2018,30-15 IFT,Final Speed,17,Defender
athlete 1,R,21.1,5/24/2018,30-15 IFT,VO2max,48.3,Defender
athlete 1,R,21.2,6/30/2018,Anthropometry,Body Fat %,9.68,Defender
athlete 1,R,21.2,6/30/2018,30-15 IFT,Final Speed,17,Defender
athlete 1,R,21.2,6/30/2018,30-15 IFT,VO2max,48.3,Defender
athlete 1,R,21.2,6/30/2018,Anthropometry,Body Weight (lbs),199,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,0-10y,1.616,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,0-10y,1.622,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,0-10y,1.592,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,10-30y,2.245,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,10-30y,2.204,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,10-30y,2.192,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,0-30y,3.861,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,0-30y,3.826,Defender
athlete 1,R,21.2,7/3/2018,Max Running Speed,0-30y,3.784,Defender
athlete 1,R,21.2,7/6/2018,Max Running Speed,0-10y,1.558,Defender
athlete 1,R,21.2,7/6/2018,Max Running Speed,0-10y,1.595,Defender
athlete 1,R,21.2,7/6/2018,Max Running Speed,10-30y,2.237,Defender
athlete 1,R,21.2,7/6/2018,Max Running Speed,10-30y,2.258,Defender
athlete 1,R,21.2,7/6/2018,Max Running Speed,0-30y,3.795,Defender
athlete 1,R,21.2,7/6/2018,Max Running Speed,0-30y,3.853,Defender
athlete 1,R,21.2,7/15/2018,Anthropometry,Body Weight (lbs),195.4,Defender
athlete 1,R,21.3,7/20/2018,Max Running Speed,0-10y,1.667,Defender
athlete 1,R,21.3,7/20/2018,Max Running Speed,0-10y,1.562,Defender
athlete 1,R,21.3,7/20/2018,Max Running Speed,10-30y,2.237,Defender
athlete 1,R,21.3,7/20/2018,Max Running Speed,10-30y,2.195,Defender
athlete 1,R,21.3,7/20/2018,Max Running Speed,0-30y,3.904,Defender
athlete 1,R,21.3,7/20/2018,Max Running Speed,0-30y,3.757,Defender
athlete 1,R,21.3,7/30/2018,Anthropometry,Body Weight (lbs),195.2,Defender
athlete 1,R,21.3,8/12/2018,Anthropometry,Body Weight (lbs),195.4,Defender
athlete 1,R,21.3,8/17/2018,Anthropometry,Body Fat %,10.11,Defender
athlete 1,R,21.3,8/17/2018,Anthropometry,Body Weight (lbs),199,Defender
athlete 1,R,21.4,8/28/2018,Max Strength (TrapBar Deadlift),Estimated 1RM,425,Defender
athlete 1,R,21.4,8/28/2018,Max Strength (TrapBar Deadlift),Relative Strength,1.79,Defender
athlete 1,R,21.4,8/30/2018,Anthropometry,Body Weight (lbs),198.2,Defender
athlete 1,R,21.4,9/2/2018,30-15 IFT,Final Speed,17,Defender
athlete 1,R,21.4,9/2/2018,30-15 IFT,VO2max,48.4,Defender
athlete 1,R,21.8,1/22/2019,Anthropometry,Body Weight (lbs),214.6,Defender
athlete 1,R,21.8,1/28/2019,Anthropometry,Body Weight (lbs),217.6,Defender
athlete 1,R,21.8,2/4/2019,Anthropometry,Body Weight (lbs),216.2,Defender
athlete 1,R,21.8,2/11/2019,Anthropometry,Body Weight (lbs),215.2,Defender
athlete 1,R,21.8,2/15/2019,Anthropometry,Body Fat %,12.03,Defender
athlete 1,R,21.8,2/15/2019,Anthropometry,Body Weight (lbs),221.7,Defender
athlete 1,R,21.9,2/28/2019,Nordic Hamstring Strength,Lateral Assymetry %,7.272727273,Defender
athlete 1,R,21.9,2/28/2019,Nordic Hamstring Strength,Left Hamstring Strength,306,Defender
athlete 1,R,21.9,2/28/2019,Nordic Hamstring Strength,Right Hamstring Strength,330,Defender
athlete 1,R,21.9,3/15/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,509,Defender
athlete 1,R,21.9,3/15/2019,Max Strength (TrapBar Deadlift),Relative Strength,1.92,Defender
athlete 1,R,21.9,3/24/2019,Max Running Speed,0-10y,1.66,Defender
athlete 1,R,21.9,3/24/2019,Max Running Speed,10-30y,2.224,Defender
athlete 1,R,21.9,3/24/2019,Max Running Speed,0-30y,3.884,Defender
athlete 1,R,22,4/21/2019,Nordic Hamstring Strength,Lateral Assymetry %,11.73020528,Defender
athlete 1,R,22,4/21/2019,Nordic Hamstring Strength,Left Hamstring Strength,301,Defender
athlete 1,R,22,4/21/2019,Nordic Hamstring Strength,Right Hamstring Strength,341,Defender
athlete 1,R,22.1,5/25/2019,30-15 IFT,Final Speed,15.5,Defender
athlete 1,R,22.1,5/25/2019,30-15 IFT,VO2max,45,Defender
athlete 1,R,22.1,5/25/2019,Anthropometry,Body Weight (lbs),226,Defender
athlete 1,R,22.1,5/31/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,484,Defender
athlete 1,R,22.1,5/31/2019,Max Strength (TrapBar Deadlift),Relative Strength,2.14,Defender
athlete 1,R,22.1,6/3/2019,Nordic Hamstring Strength,Lateral Assymetry %,16.52421652,Defender
athlete 1,R,22.1,6/3/2019,Nordic Hamstring Strength,Left Hamstring Strength,293,Defender
athlete 1,R,22.1,6/3/2019,Nordic Hamstring Strength,Right Hamstring Strength,351,Defender
athlete 1,R,22.2,6/13/2019,Anthropometry,Body Fat %,14.38,Defender
athlete 1,R,22.2,6/13/2019,Anthropometry,Body Weight (lbs),224.2,Defender
athlete 1,R,22.2,6/22/2019,Nordic Hamstring Strength,Lateral Assymetry %,13.03030303,Defender
athlete 1,R,22.2,6/22/2019,Nordic Hamstring Strength,Left Hamstring Strength,287,Defender
athlete 1,R,22.2,6/22/2019,Nordic Hamstring Strength,Right Hamstring Strength,330,Defender
athlete 1,R,22.3,7/30/2019,Nordic Hamstring Strength,Lateral Assymetry %,14.17721519,Defender
athlete 1,R,22.3,7/30/2019,Nordic Hamstring Strength,Left Hamstring Strength,339,Defender
athlete 1,R,22.3,7/30/2019,Nordic Hamstring Strength,Right Hamstring Strength,395,Defender
athlete 1,R,22.3,8/13/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,462,Defender
athlete 1,R,22.3,8/13/2019,Max Strength (TrapBar Deadlift),Relative Strength,2.05,Defender
athlete 1,R,22.3,8/13/2019,Anthropometry,Body Weight (lbs),225,Defender
athlete 1,R,22.8,1/31/2020,Anthropometry,Body Weight (lbs),235.7,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Impulse,341.1856276,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Impulse,326.2279776,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Impulse,336.2637291,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Impulse-100ms,168.1198145,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Impulse-100ms,172.2170145,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Impulse-100ms,178.4523145,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Mean Power / BM,39.188,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Mean Power / BM,36.721,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Concentric Mean Power / BM,37.468,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.055471563,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.922169834,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.572854271,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),RSI-modified,72.85773535,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),RSI-modified,67.77915801,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),RSI-modified,69.16283715,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,3.089430399,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,3.007568906,Defender
athlete 1,R,22.8,2/13/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,3.145628598,Defender
athlete 1,R,22.9,2/25/2020,Nordic Hamstring Strength,Lateral Assymetry %,10.41426509,Defender
athlete 1,R,22.9,2/25/2020,Nordic Hamstring Strength,Left Hamstring Strength,326.1667,Defender
athlete 1,R,22.9,2/25/2020,Nordic Hamstring Strength,Right Hamstring Strength,364.0833,Defender
athlete 1,R,22.9,2/28/2020,Anthropometry,Body Fat %,13.55,Defender
athlete 1,R,22.9,2/28/2020,Anthropometry,Body Weight (lbs),235.9,Defender
athlete 1,R,22.9,3/1/2020,Anthropometry,Body Weight (lbs),237.4,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse,342.2518104,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse,333.984658,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse,338.5067199,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse,332.0295104,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse,342.269435,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse-100ms,167.050454,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse-100ms,159.374904,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse-100ms,164.507204,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse-100ms,159.320504,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Impulse-100ms,152.566504,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Mean Power / BM,34.645,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Mean Power / BM,33.684,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Mean Power / BM,35.129,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Mean Power / BM,33.798,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Concentric Mean Power / BM,35.926,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.499464698,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.711280239,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.449471028,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.598675341,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Eccentric Mean Power / BM,7.080427028,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),RSI-modified,63.33461458,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),RSI-modified,58.33616249,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),RSI-modified,64.27830203,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),RSI-modified,60.32308901,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),RSI-modified,66.23666164,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,3.047389223,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,2.962046569,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,3.005687491,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,2.965016885,Defender
athlete 1,R,23.2,7/17/2020,CMJ (Force Plates),Vertical Velocity at Takeoff,3.047127756,Defender
athlete 1,R,23.8,2/15/2021,Anthropometry,Body Weight (lbs),225,Defender
athlete 1,R,23.8,2/17/2021,Anthropometry,Body Weight (lbs),225,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse,303.9103673,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse,296.9970672,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse,300.1189296,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse,301.8942908,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse,318.3728634,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse-100ms,126.0632875,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse-100ms,143.2692375,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse-100ms,136.4987875,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse-100ms,144.9069875,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Impulse-100ms,146.7168375,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.382,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.499,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Mean Power / BM,32.713,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.693,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.769,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.99716124,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.268623431,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.771478701,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.439953557,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.472190461,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),RSI-modified,65.86419814,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),RSI-modified,64.51743421,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),RSI-modified,58.498681,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),RSI-modified,62.9528174,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),RSI-modified,62.97142279,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,3.106890561,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.94078274,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.933885791,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.902764571,Defender
athlete 1,R,23.8,2/20/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.964597483,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse,293.7077871,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse,292.5551257,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse,297.9176793,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse,295.6282218,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse,293.1042176,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,151.0085555,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,143.4925555,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,136.2146555,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,144.1383055,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Impulse-100ms,139.5001555,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,32.772,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.195,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.048,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,32.525,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.765,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.885238631,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.127604094,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.678768859,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.083502115,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.888503317,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),RSI-modified,59.64425168,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),RSI-modified,56.2542043,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),RSI-modified,58.7549159,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),RSI-modified,57.98146739,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),RSI-modified,61.67629628,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.856915378,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.829797342,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.889748899,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.837714754,Defender
athlete 1,R,23.8,2/22/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.846990657,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse,295.1648316,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse,297.5997488,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse,295.4995568,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse,289.9615892,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse-100ms,174.40764,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse-100ms,149.88314,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse-100ms,152.09814,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Impulse-100ms,154.20549,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.186,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.93,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Mean Power / BM,33.62,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Concentric Mean Power / BM,34.854,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.946402564,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.107974441,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.882164127,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.581126175,Defender
athlete 1,R,23.8,2/25/2021,CMJ (Force Plates),RSI-modified,62.67015691,Defender
