athletes,laterality,age,date,position,0-10y,0-30y,10-30y,Body Fat %,Body Weight (lbs),Concentric Impulse,Concentric Impulse-100ms,Concentric Mean Power / BM,Eccentric Mean Power / BM,Estimated 1RM,Fil Speed,Height (in),Lateral Assymetry %,Left Hamstring Strength,Relative Strength,Right Hamstring Strength,RSI-modified,Vertical Velocity at Takeoff,VO2max
athlete 7,R,23.8,3/3/2019,Center Field,1.834,4.139,2.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,22.8,4/7/2017,Defender,1.85,4.1455,2.2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,25.5,3/25/2021,Goalkeeper,1.719333333,4.155,2.435666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 9,R,22,6/13/2017,Defender,1.746666667,4.160333333,2.413666667,0,0,0,0,0,0,0,0,0,-5.52,455.92,0,430.75,0,0,0
athlete 9,R,23.1,7/3/2018,Defender,1.7285,4.162,2.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.7,5/12/2018,Goalkeeper,1.741333333,4.180666667,2.439333333,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,21.9,8/20/2017,Goalkeeper,1.75,4.181666667,2.431666667,0,0,0,0,0,0,0,0,0,12.1,410.33,0,466.83,0,0,0
athlete 31,R,22.8,6/15/2018,Goalkeeper,1.746666667,4.185,2.438333333,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 9,R,23.1,7/20/2018,Defender,1.744333333,4.186,2.441666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 37,R,24,8/8/2019,Defender,1.665,4.1865,2.5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 8,R,24.8,5/20/2019,Striker,1.9065,4.2105,2.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,23.7,3/15/2018,Defender,1.818,4.2195,2.4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.6,4/13/2018,Goalkeeper,1.808,4.246,2.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,23.5,3/16/2019,Goalkeeper,1.78,4.2695,2.4895,0,0,287.856614,165.9315984,27.985,7.355478327,0,0,0,0,0,0,0,55.3160091,2.478853811,0
athlete 8,R,24.6,3/3/2019,Striker,1.932,4.314,2.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.9,7/20/2018,Goalkeeper,1.91675,4.38925,2.4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 36,R,24,6/6/2017,Goalkeeper,1.778,4.435,2.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 9,R,22.8,3/15/2018,Defender,1.918666667,4.439,2.520333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.5,3/12/2018,Goalkeeper,1.947666667,4.520666667,2.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,23.6,6/6/2017,Defender,1.922,5.297666667,3.375666667,0,0,0,0,0,0,0,0,0,5.73,328.92,0,348.92,0,0,0
athlete 9,R,24,5/31/2019,Defender,1.680333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 5,R,22.6,5/31/2019,Defender,1.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,23.7,5/31/2019,Defender,1.6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 12,R,24.2,5/29/2019,Defender,1.633666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 37,R,23.8,5/29/2019,Defender,1.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,25,5/23/2019,Defender,1.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 3,R,25.7,5/23/2019,Defender,1.5985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 38,R,21.7,5/23/2019,Defender,1.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,19,4/12/2016,Defender,0,0,0,9.43,193,0,0,0,0,0,0,74.25,0,0,0,0,0,0,0
athlete 1,R,19.1,6/1/2016,Defender,0,0,0,6.1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,19.3,8/22/2016,Defender,0,0,0,6.87,197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,20,4/6/2017,Defender,0,0,0,8.69,207.2,0,0,0,0,0,0,74,9.48,262.67,0,290.17,0,0,0
athlete 1,R,20.1,5/29/2017,Defender,0,0,0,8.69,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,20.3,8/4/2017,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0.1905,293.5,0,362.58,0,0,0
athlete 1,R,20.3,8/21/2017,Defender,0,0,0,9.33,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,20.8,2/1/2018,Defender,0,0,0,0,208,0,0,0,0,0,15.5,0,0,0,0,0,0,0,44.9
athlete 1,R,20.9,3/5/2018,Defender,0,0,0,0,204.2,0,0,0,0,0,16,0,0,0,0,0,0,0,46
athlete 1,R,20.9,3/13/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,5.13,259,0,273,0,0,0
athlete 1,R,21,4/5/2018,Defender,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,43.7
athlete 1,R,21,4/15/2018,Defender,0,0,0,0,201.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.1,5/7/2018,Defender,0,0,0,0,199.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.1,5/24/2018,Defender,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,48.3
athlete 1,R,21.2,6/30/2018,Defender,0,0,0,9.68,199,0,0,0,0,0,17,0,0,0,0,0,0,0,48.3
athlete 1,R,21.2,7/15/2018,Defender,0,0,0,0,195.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.3,7/30/2018,Defender,0,0,0,0,195.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.3,8/12/2018,Defender,0,0,0,0,195.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.3,8/17/2018,Defender,0,0,0,10.11,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.4,8/28/2018,Defender,0,0,0,0,0,0,0,0,0,425,0,0,0,0,1.79,0,0,0,0
athlete 1,R,21.4,8/30/2018,Defender,0,0,0,0,198.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.4,9/2/2018,Defender,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,48.4
athlete 1,R,21.8,1/22/2019,Defender,0,0,0,0,214.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.8,1/28/2019,Defender,0,0,0,0,217.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.8,2/4/2019,Defender,0,0,0,0,216.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.8,2/11/2019,Defender,0,0,0,0,215.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.8,2/15/2019,Defender,0,0,0,12.03,221.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,21.9,2/28/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,7.272727273,306,0,330,0,0,0
athlete 1,R,21.9,3/15/2019,Defender,0,0,0,0,0,0,0,0,0,509,0,0,0,0,1.92,0,0,0,0
athlete 1,R,22,4/21/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,11.73020528,301,0,341,0,0,0
athlete 1,R,22.1,5/25/2019,Defender,0,0,0,0,226,0,0,0,0,0,15.5,0,0,0,0,0,0,0,45
athlete 1,R,22.1,5/31/2019,Defender,0,0,0,0,0,0,0,0,0,484,0,0,0,0,2.14,0,0,0,0
athlete 1,R,22.1,6/3/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,16.52421652,293,0,351,0,0,0
athlete 1,R,22.2,6/13/2019,Defender,0,0,0,14.38,224.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,22.2,6/22/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,13.03030303,287,0,330,0,0,0
athlete 1,R,22.3,7/30/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,14.17721519,339,0,395,0,0,0
athlete 1,R,22.3,8/13/2019,Defender,0,0,0,0,225,0,0,0,0,462,0,0,0,0,2.05,0,0,0,0
athlete 1,R,22.8,1/31/2020,Defender,0,0,0,0,235.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,22.8,2/13/2020,Defender,0,0,0,0,0,334.5591114,172.9297145,37.79233333,7.516831889,0,0,0,0,0,0,0,69.9332435,3.080875968,0
athlete 1,R,22.9,2/25/2020,Defender,0,0,0,0,0,0,0,0,0,0,0,0,10.41426509,326.1667,0,364.0833,0,0,0
athlete 1,R,22.9,2/28/2020,Defender,0,0,0,13.55,235.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,22.9,3/1/2020,Defender,0,0,0,0,237.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,23.2,7/17/2020,Defender,0,0,0,0,0,337.8084267,160.563914,34.6364,7.467863667,0,0,0,0,0,0,0,62.50176595,3.005453585,0
athlete 1,R,23.8,2/15/2021,Defender,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,23.8,2/17/2021,Defender,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,23.8,2/20/2021,Defender,0,0,0,0,0,304.2587037,139.4910275,33.6112,8.189881478,0,0,0,0,0,0,0,62.96091071,2.969784229,0
athlete 1,R,23.8,2/22/2021,Defender,0,0,0,0,0,294.5826063,142.8708455,33.061,6.732723403,0,0,0,0,0,0,0,58.86222711,2.852233406,0
athlete 1,R,23.8,2/25/2021,Defender,0,0,0,0,0,294.5564316,157.6486025,34.1475,6.879416827,0,0,0,0,0,0,0,63.4658038,2.832923408,0
athlete 1,R,23.9,3/1/2021,Defender,0,0,0,0,227.7,293.464182,157.0435455,34.2842,7.015675825,0,0,0,0,0,0,0,65.15835276,2.842480084,0
athlete 1,R,23.9,3/11/2021,Defender,0,0,0,0,0,297.181428,155.2818005,35.2022,7.29085693,0,0,0,0,0,0,0,67.87262307,2.908564995,0
athlete 1,R,23.9,3/14/2021,Defender,0,0,0,0,0,287.9233958,159.0302545,34.1034,6.433901347,0,0,0,11.66300321,336.4167,0,380.8333,62.29316105,2.802489179,0
athlete 1,R,23.9,3/16/2021,Defender,0,0,0,0,227.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,23.9,3/28/2021,Defender,0,0,0,0,0,306.082407,151.101271,34.4088,7.345592943,0,0,0,0,0,0,0,65.69248945,2.930483591,0
athlete 1,R,24,4/23/2021,Defender,0,0,0,0,0,315.138839,171.4306555,38.4328,7.400705579,0,0,0,13.3315963,275.75,0,318.1667,76.04725304,3.052142663,0
athlete 1,R,24,4/30/2021,Defender,0,0,0,0,0,304.6038518,153.4820544,35.27225,7.316547986,0,0,0,0,0,0,0,68.0397328,2.961715302,0
athlete 1,R,24,5/5/2021,Defender,0,0,0,0,0,302.4809062,190.9984371,38.37225,6.3112748,0,0,0,0,0,0,0,72.39813553,2.917070337,0
athlete 1,R,24,5/10/2021,Defender,0,0,0,0,0,325.1682331,180.268378,41.2808,7.148026399,0,0,0,0,0,0,0,81.3330375,3.164865537,0
athlete 1,R,24.1,5/13/2021,Defender,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 1,R,24.1,5/16/2021,Defender,0,0,0,0,0,318.8810769,165.031877,37.9915,7.322341498,0,0,0,0,0,0,0,77.26386135,3.07293971,0
athlete 1,R,24.1,5/19/2021,Defender,0,0,0,0,0,304.3960446,196.4173753,40.0085,6.234115838,0,0,0,0,0,0,0,77.562111,2.970212263,0
athlete 1,R,24.1,5/21/2021,Defender,0,0,0,0,0,305.6892215,167.9855314,37.14925,7.022536392,0,0,0,0,0,0,0,76.38681906,2.966218511,0
athlete 1,R,24.1,5/28/2021,Defender,0,0,0,0,0,313.9594445,202.264704,42.47775,6.606934943,0,0,0,0,0,0,0,89.00552475,3.066726362,0
athlete 10,R,22.8,6/12/2018,Defender,0,0,0,6.68,147.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,22.8,6/30/2018,Defender,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,52.2
athlete 10,R,22.9,7/15/2018,Defender,0,0,0,0,156.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,22.9,7/18/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1.09,272,0,275,0,0,0
athlete 10,R,22.9,7/31/2018,Defender,0,0,0,0,157.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,22.9,8/10/2018,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,51.1
athlete 10,R,23,8/17/2018,Defender,0,0,0,8.53,154.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,23,8/21/2018,Defender,0,0,0,0,0,0,0,0,0,335,0,0,0,0,1.85,0,0,0,0
athlete 10,R,23,8/27/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,10.65,344,0,385,0,0,0
athlete 10,R,23.5,3/5/2019,Defender,0,0,0,12.62,169.6,0,0,0,0,0,0,71,0,0,0,0,0,0,0
athlete 10,R,23.5,3/6/2019,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,51.2
athlete 10,R,23.5,3/11/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-4.249291785,353,0,338,0,0,0
athlete 10,R,23.5,3/15/2019,Defender,0,0,0,0,0,0,0,0,0,397,0,0,0,0,1.96,0,0,0,0
athlete 10,R,23.5,3/17/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.149606299,369,0,381,0,0,0
athlete 10,R,23.6,4/25/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-3.264094955,337,0,326,0,0,0
athlete 10,R,23.8,6/3/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-5.825242718,309,0,291,0,0,0
athlete 10,R,23.8,6/26/2019,Defender,0,0,0,12.19,164.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,23.8,6/28/2019,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,51.3
athlete 10,R,23.8,6/30/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-5.014749263,339,0,322,0,0,0
athlete 10,R,23.9,7/10/2019,Defender,0,0,0,0,0,0,0,0,0,375,0,0,0,0,2.29,0,0,0,0
athlete 10,R,23.9,7/28/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.910614525,344,0,358,0,0,0
athlete 10,R,23.9,7/31/2019,Defender,0,0,0,0,167.8,0,0,0,0,455,0,0,0,0,2.72,0,0,0,0
athlete 10,R,24.2,11/6/2019,Defender,0,0,0,11.96,170.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,24.5,3/9/2020,Defender,0,0,0,0,174.5,205.6486065,104.575458,29.1056,7.058804419,0,0,0,0,0,0,0,53.70304498,2.613385493,0
athlete 10,R,24.5,3/11/2020,Defender,0,0,0,0,0,0,0,0,0,0,0,0,2.139800285,274.4,0,280.4,0,0,0
athlete 10,R,24.7,5/1/2020,Defender,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,24.7,5/29/2020,Defender,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,24.9,7/29/2020,Defender,0,0,0,0,0,194.2061863,89.968148,28.40233333,7.147226059,0,0,0,0,0,0,0,52.25943387,2.631316606,0
athlete 10,R,24.9,7/31/2020,Defender,0,0,0,0,0,195.3059853,97.293681,28.762,7.634061769,0,0,0,0,0,0,0,53.85562838,2.616082102,0
athlete 10,R,24.9,8/1/2020,Defender,0,0,0,0,0,198.4575013,103.646805,29.7944,8.146897257,0,0,0,0,0,0,0,59.59607624,2.64153657,0
athlete 10,R,24.9,8/3/2020,Defender,0,0,0,0,0,197.2892406,95.056913,29.1836,8.286519455,0,0,0,0,0,0,0,54.75848764,2.674445166,0
athlete 10,R,24.9,8/4/2020,Defender,0,0,0,0,0,194.5107467,107.224293,30.1398,7.594271913,0,0,0,0,0,0,0,54.95102918,2.635034879,0
athlete 10,R,24.9,8/5/2020,Defender,0,0,0,0,162.7,193.6909127,103.872885,30.416,7.483238612,0,0,0,0,0,0,0,57.21123358,2.653509257,0
athlete 10,R,24.9,8/6/2020,Defender,0,0,0,0,0,197.3184913,107.5117005,30.37,7.459100854,0,0,0,0,0,0,0,55.1500762,2.654923681,0
athlete 10,R,24.9,8/7/2020,Defender,0,0,0,0,0,197.4918633,108.0520785,30.1012,7.11680177,0,0,0,0,0,0,0,55.49463754,2.627142541,0
athlete 10,R,24.9,8/8/2020,Defender,0,0,0,0,0,199.5028244,106.960786,31.333,7.808161408,0,0,0,0,0,0,0,60.28048062,2.713529848,0
athlete 10,R,24.9,8/9/2020,Defender,0,0,0,0,0,198.5628367,101.1586475,29.8884,7.410006116,0,0,0,0,0,0,0,54.97275608,2.664637041,0
athlete 10,R,24.9,8/14/2020,Defender,0,0,0,0,0,207.9598503,109.738824,33.8182,7.904593095,0,0,0,0,0,0,0,65.59942772,2.869528583,0
athlete 10,R,24.9,8/15/2020,Defender,0,0,0,0,0,199.913647,106.7684385,31.5226,7.840356036,0,0,0,0,0,0,0,59.38117534,2.734494845,0
athlete 10,R,24.9,8/16/2020,Defender,0,0,0,0,0,198.7943306,97.3893665,30.7562,8.161400771,0,0,0,0,0,0,0,56.66601398,2.765770699,0
athlete 10,R,24.9,8/17/2020,Defender,0,0,0,0,0,200.917282,96.12905,29.7816,8.34901801,0,0,0,0,0,0,0,56.26702351,2.719374289,0
athlete 10,R,25,8/20/2020,Defender,0,0,0,0,0,209.6445406,100.220051,32.0423,8.303894039,0,0,0,0,0,0,0,62.72647082,2.850261101,0
athlete 10,R,25,9/2/2020,Defender,0,0,0,0,0,202.8975949,91.121566,28.4584,7.630575057,0,0,0,0,0,0,0,51.84009664,2.683762064,0
athlete 10,R,25,9/4/2020,Defender,0,0,0,0,0,208.2639745,96.0045275,30.7258,7.781418522,0,0,0,0,0,0,0,56.62139477,2.797460942,0
athlete 10,R,25,9/9/2020,Defender,0,0,0,0,0,209.8285084,95.9288765,29.9124,8.018131375,0,0,0,0,0,0,0,55.38786155,2.762439976,0
athlete 10,R,25.3,12/8/2020,Defender,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,25.5,2/15/2021,Defender,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,25.5,2/17/2021,Defender,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,25.5,2/19/2021,Defender,0,0,0,0,0,220.3745363,110.843376,32.7146,7.858728617,0,0,0,0,0,0,0,66.35186906,2.84094735,0
athlete 10,R,25.5,2/25/2021,Defender,0,0,0,0,0,214.4081976,108.1311735,31.9985,7.947504025,0,0,0,0,0,0,0,66.1524604,2.796818706,0
athlete 10,R,25.5,3/2/2021,Defender,0,0,0,0,0,209.3607351,100.7363535,30.3658,7.877350459,0,0,0,0,0,0,0,58.24935801,2.749212461,0
athlete 10,R,25.5,3/5/2021,Defender,0,0,0,0,0,210.1169655,108.224541,31.2344,8.009536844,0,0,0,0,0,0,0,61.1750204,2.742922457,0
athlete 10,R,25.5,3/11/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.905700985,336.25,0,349.9167,0,0,0
athlete 10,R,25.5,3/14/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.41070615,339.8333,0,351.8333,0,0,0
athlete 10,R,25.5,3/15/2021,Defender,0,0,0,0,0,216.5498827,116.889861,33.7016,7.172308353,0,0,0,0,0,0,0,67.73250432,2.824606766,0
athlete 10,R,25.5,3/16/2021,Defender,0,0,0,0,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 10,R,25.5,3/21/2021,Defender,0,0,0,0,0,222.7906183,118.5763765,34.375,7.28705552,0,0,0,0,0,0,0,69.86840221,2.861833204,0
athlete 10,R,25.6,3/28/2021,Defender,0,0,0,0,0,220.5049776,125.406964,34.1806,6.967556791,0,0,0,0,0,0,0,65.22835025,2.812951013,0
athlete 10,R,25.6,4/3/2021,Defender,0,0,0,0,0,218.1484812,104.6182295,31.3332,7.73965762,0,0,0,0,0,0,0,61.2353984,2.806858258,0
athlete 10,R,25.6,4/9/2021,Defender,0,0,0,0,0,228.4984328,116.245441,35.365,8.096127151,0,0,0,0,0,0,0,70.68946508,2.982275373,0
athlete 10,R,25.6,4/14/2021,Defender,0,0,0,0,0,218.3299333,102.4266025,31.6054,7.758204695,0,0,0,0,0,0,0,61.07106474,2.81610382,0
athlete 10,R,25.6,4/17/2021,Defender,0,0,0,0,0,233.9965428,113.08236,34.9204,8.102601075,0,0,0,0,0,0,0,68.66132289,3.001815509,0
athlete 10,R,25.8,6/30/2021,Defender,0,0,0,0,173.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,22.4,2/27/2016,Defender,0,0,0,11.14,221,0,0,0,0,0,0,72,0,0,0,0,0,0,0
athlete 11,R,22.6,5/6/2016,Defender,0,0,0,12.72,229.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,22.8,7/20/2016,Defender,0,0,0,16.09,240.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,22.8,8/18/2016,Defender,0,0,0,13.81,228.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,23,10/12/2016,Defender,0,0,0,12.71,230.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,23.4,3/6/2017,Defender,0,0,0,11.23,226.9,0,0,0,0,0,0,71.25,-3.9,335.92,0,322.83,0,0,0
athlete 11,R,23.6,5/8/2017,Defender,0,0,0,11.41,228.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,23.8,8/8/2017,Defender,0,0,0,13.3,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.3,1/22/2018,Defender,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
athlete 11,R,24.3,2/13/2018,Defender,0,0,0,14.33,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.4,2/17/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,2.66,366,0,376,0,0,0
athlete 11,R,24.4,2/21/2018,Defender,0,0,0,14.38,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.4,3/9/2018,Defender,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,49
athlete 11,R,24.5,4/3/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-2.06,389,0,381,0,0,0
athlete 11,R,24.5,4/15/2018,Defender,0,0,0,0,239.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.5,4/22/2018,Defender,0,0,0,14.9,239.1,0,0,0,0,0,0,77,0,0,0,0,0,0,0
athlete 11,R,24.6,5/1/2018,Defender,0,0,0,0,231.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.6,5/14/2018,Defender,0,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.6,5/27/2018,Defender,0,0,0,0,231.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.7,6/10/2018,Defender,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,47.8
athlete 11,R,24.7,6/12/2018,Defender,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.7,6/30/2018,Defender,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.8,7/29/2018,Defender,0,0,0,0,235.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.8,8/4/2018,Defender,0,0,0,16.33,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,24.8,8/15/2018,Defender,0,0,0,0,239.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,25.8,7/25/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-4.958677686,363,0,345,0,0,0
athlete 11,R,25.8,7/31/2019,Defender,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,25.8,8/8/2019,Defender,0,0,0,17.67,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,25.8,8/16/2019,Defender,0,0,0,0,0,0,0,0,0,425,0,0,0,0,1.89,0,0,0,0
athlete 11,R,26.3,2/12/2020,Defender,0,0,0,0,0,303.8061976,166.2382035,33.57325,7.204206249,0,0,0,0,0,0,0,67.49241321,2.833916025,0
athlete 11,R,26.4,2/28/2020,Defender,0,0,0,14.35,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,26.4,3/1/2020,Defender,0,0,0,0,235.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,26.4,3/4/2020,Defender,0,0,0,0,0,300.921416,158.5076292,32.44533333,7.73333714,0,0,0,0,0,0,0,67.87709985,2.794694094,0
athlete 11,R,26.6,6/1/2020,Defender,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,26.9,8/24/2020,Defender,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,27.3,2/15/2021,Defender,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,27.4,2/17/2021,Defender,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 11,R,27.3,2/18/2021,Defender,0,0,0,0,0,290.5006462,149.757071,33.6956,7.196252091,0,0,0,0,0,0,0,71.49256799,2.887633873,0
athlete 11,R,27.3,2/22/2021,Defender,0,0,0,0,0,285.5143045,152.131749,32.946,7.16006143,0,0,0,0,0,0,0,68.90055499,2.814465647,0
athlete 11,R,27.4,3/11/2021,Defender,0,0,0,0,0,286.7854784,168.599564,35.3162,7.448538138,0,0,0,0,0,0,0,77.18847461,2.855433449,0
athlete 11,R,27.4,3/16/2021,Defender,0,0,0,0,0,278.8980106,165.1818725,33.4276,6.885795157,0,0,0,0,0,0,0,68.47597369,2.747197497,0
athlete 11,R,27.4,3/20/2021,Defender,0,0,0,0,0,296.9466182,163.06466,34.977,7.403620682,0,0,0,0,0,0,0,74.81894402,2.912322597,0
athlete 11,R,27.4,3/24/2021,Defender,0,0,0,0,0,285.520346,155.7462125,33.3294,7.200545161,0,0,0,0,0,0,0,71.68750852,2.813238488,0
